id	user	icon	portrait	English	Japanese	JPN notes	French	Italian	German	Spanish	Craig's Notes	FIGS Notes/Questions	Final Notes	ENG Character Count
				We are profoundly grateful that you have chosen to participate in this experimental treatment for acute soul-sickness.	この度は、私ども主催による;~「タマシイの~重大疾患」に関する;~臨床研究にご参加いただきまして、~;誠にありがとうございます。		Nous vous sommes vraiment reconnaissants de participer à cette thérapie expérimentale pour guérir le mal de vivre.	Siamo molto grati che hai scelto di partecipare a questa terapia sperimentale per la cura del male di vivere acuto.	Wir sind überaus dankbar, dass ihr euch für die Teilnahme an dieser experimentellen Behandlungsmethode für akuten Seelenschmerz entschieden habt.	Agradecemos muchísimo que hayas decidido participar en este tratamiento experimental contra la angustia grave.				118
				You'll find this first S:S&S EP session to be fairly straightforward. It typically only requires 15 - 30 minutes to complete.	「スキムス」の初回セッションは;非常に~シンプルなもので、;所要時間も~およそ１５～３０分程度です。		Cette première session de S:S&S EP sera très facile. Le jeu prend entre 15 et 30 minutes à terminer.	Le prime sessioni di S:S&S EP saranno molto facili. Solitamente ci vogliono 15-30 minuti per completarle.	Diese erste Sitzung von S:S&S EP ist eher unkompliziert. Ihre Vervollständigung dauert 15-30 Minuten.	Notarás que esta primera sesión de S:S&S EP es bastante sencilla. Por lo general se tarda de 15 a 30 minutos en completarla.				125
				Ready to begin? Press play & let's go.	さて、よろしいですか？;準備が整ったら~ プレイボタンを押して;始めましょう。		Prêt à commencer ? Appuyez sur "Jouer" & commençons.	Siamo pronti a partire? Premi play e iniziamo.	Bereit? Drücken wir Spielen & los geht's!	¿Todo listo? Pulsa Jugar y empecemos.				38
ARCHETYPE_FOUNDATION	The Archetype			Let's talk about the set & setting for a positive experience with the highly psychoactive Superbrothers: Sword & Sworcery EP.	では、「スキタイのムスメ：音響的冒剣劇」の;~もたらす精神活性作用を有意義なものと;~するため、「心の状態」と;「環境」について;~お話ししましょう。		Parlons à présent du cadre et du décor propices à une expérience positive du jeu psychoactif Superbrothers: Sword & Sworcery EP.	Parliamo del set e del setting necessari per un'esperienza positiva con l'altamente psicoattivo Superbrothers: Sword & Sworcery EP.	Sprechen wir über die Einstellung & die Einstellungen für eine positive Erfahrung mit den höchst psychoaktiven Superbrothers: Sword & Sworcery EP.	Hablemos del contexto anímico y espacial para una experiencia positiva con un título tan psicoactivo como Superbrothers: Sword & Sworcery EP.		IT: is it a reference to drugs as in https://en.wikipedia.org/wiki/Set_and_setting? MR - Not so much drugs but the idea of set and setting CA - IIRC correctly this was 60s psychelics evangelist Timothy Leary type schtick (Tune In, Turn On, Drop Out), it'd be about having a positive LSD trip in a professional psychiatric setting, that kind of thing. The Archetype was intended to have a bit of a Terrence Mckenna or Dr. Jacoby from Twin Peaks vibe.		125
				Set refers to the mental state & personality structure you bring to the experience - thoughts, moods and/or expectations.	ここでいう「心の状態」とは、本作を;体験~していく際の精神状態や人格構造のことを;~指します。状況に対する思考、感情の起伏、;~そして結果への期待などですね。		Le cadre englobe l'état d'esprit & la personnalité que vous apportez à l'expérience - vos pensées, vos humeurs et/ou vos attentes.	Per set si intende lo stato mentale e l'attitudine con cui ti approcci all'esperienza: pensieri, umori e/o aspettative.	Mit der Einstellung meinen wir den Geisteszustand & die Persönlichkeitsstruktur, die du mitbringst - Gedanken, Launen und/oder Erwartungen.	El primero alude al estado mental y la estructura personal con la que entras a la experiencia: pensamientos, ánimo y expectativas.				121
				We have found that a relaxed, curious individual is more likely to have a pleasant experience with S:S&S EP.	私どもの研究によると、好奇心旺盛な方が;~リラックスした状態で体験する場合、;~「スキムス」を楽しんでいただける確率が~高い;との結果が出ています。		Nous avons découvert que quelqu'un de curieux et de détendu était plus susceptible de vivre une expérience plaisante sur S:S&S EP.	Abbiamo scoperto che un individuo rilassato e curioso ha più probabilità di trovare piacevole S:S&S EP.	Wir haben festgestellt, dass entspannte, neugierige Personen eher eine angenehme Erfahrung bei S:S&S EP haben.	Notamos que es más probable que los individuos calmos y curiosos tengan una experiencia placentera con S:S&S EP.				108
				Setting includes the comfort, security & warmth of the room or outdoor environment where the experience will occur.	「環境」は、第一に本作を体験する場所の;こと~ですね。快適で安全、心地よい部屋;~―もちろん野外でも結構ですが―~;が良いでしょう。		Le décor comprend le confort, la sécurité et la chaleur de la pièce ou de l'environnement extérieur où l'expérience aura lieu.	Il setting comprende la comodità, la sicurezza e il calore della stanza o dell'ambiente dove viene fatta l'esperienza.	Zu den Einstellungen gehören die Annehmlichkeiten, die Sicherheit & Wärme des Zimmers oder des Umfelds, in dem die Erfahrung stattfindet.	El ambiente incluye la comodidad, seguridad y calidez de la sala o el entorno al aire libre donde se producirá la experiencia.				115
				The second aspect of "Setting" is the cultural - prevailing notions of reality & normalcy. We will avoid this discussion for now.	そしてこれには、文化的側面も含まれます。;~何を以て現実や正常とするかですね。;~この点については、;今は深入りしないことと~しましょう。		Le deuxième aspect du "décor" englobe les notions culturellement prédominantes de réalité et normalité. Nous allons éviter ce sujet pour le moment.	Il secondo aspetto del "setting" è culturale: le nozioni previe sulla realtà e sulla normalità. Eviteremo di parlarne per ora.	Der zweite Aspekt der "Einstellungen" ist ein kultureller - die herrschende Auffassung zu Realität & Normalität. Wir vermeiden diese Diskussion erst einmal.	El segundo aspecto del entorno es el cultural, es decir las nociones imperantes de realidad y normalidad. Evitaremos esta charla por ahora.	Changed THIRD to SECOND because we cut the line about social support networks that preceded.	UPDATED SEPT 11		129
				S:S&S EP does not produce the transcendent experience, it is merely intended to free the nervous system of ordinary patterns.	「スキムス」は鮮烈な体験をお届けすること~;ではなく、いつもの日常から;あなたの精神を~解き放つことを目指して;開発されています。		Le but de S:S&S EP n'est pas de produire une expérience transcendante, mais de libérer le système nerveux des schémas ordinaires.	S:S&S EP non produce un'esperienza trascendentale, ma è pensato solo per liberare il sistema nervoso dagli schemi ordinari.	S:S&S EP generiert kein transzendierendes Erlebnis, sondern soll einfach nur das Nervensystem von normalen Mustern befreien.	S:S&S EP no produce una experiencia trascendental, solo tiene el objetivo de liberar el sistema nervioso de los patrones ordinarios.				125
				The expanded consciousness, the untapped & limitless potential of the mind, is what we at Superbrothers refer to as "sworcery".	拡張された意識、あらゆる制限から;~解き放たれた精神の潜在能力…;~ここ、Superbrothersでは;それを~「ソーサリー」と呼んでいます。		La conscience étendue, le pouvoir inexploité & sans limite de l'esprit, et ce que nous, chez Superbrothers, appelons "sworcery".	I sensi ampliati, il potenziale inutilizzato e senza limiti della mente, è quello che noi di Superbrothers chiamiamo "sworcery".	Das erweiterte Bewusstsein, das ungenutzte & grenzenlose Potential des Geistes - sie sind es, die wir hier bei Superbrothers als "Sworcery" bezeichnen.	La conciencia expandida, el potencial infinito y desaprovechado de la mente, es lo que en Superbrothers llamamos rechicería.		ES: I chose to go with "rechicería" as a nod to the Spanish translation of Terry Pratchett's "Sourcery". It fits the context and the players who get the reference will definitely be amused. MR - That's a cool reference, my only concern would be that this word is in the game's title.  ES: We understand that, but we still believe it should be translated, mainly because it's an important game element and it's full of meaning. Maybe we could try the translated version and revert it back if you're not convinced after the QA round? It wouldn't be difficult on this side.		127
				The song of sworcery can be understood as a psionics technique & it allows you to perceive a reality within the one that you know.	ソーサリーの歌を歌うと、;自分の考えている~通りに現実が;見えるようになります。;~超能力のようなものですね。		La chanson de sworcery peut être comprise comme une technique psionique vous permettant de percevoir une autre réalité à l'intérieur de celle que vous connaissez déjà.	La Canzone della sworcery è una tecnica parapsicologica che ti permette di percepire una realtà all'interno di quella che conosci.	Das Lied der Sworcery kann als psionische Technik verstanden werden, die es einem ermöglicht, eine Realität innerhalb der eigenen, bekannten zu finden.	La canción de rechicería puede entenderse como una técnica psiónica y te permite percibir otra realidad dentro de la que conoces.				130
				To stop the song of sworcery at any time, simply double click the sworcery aura that surrounds The Scythian.	ソーサリーの歌をやめるには、;~スキタイのムスメの周囲を包むソーサリーの;~オーラをダブルクリックしてみてください。		Pour arrêter la chanson de sworcery à tout moment, vous n'avez qu'à cliquer deux fois sur l'aura de sworcery entourant la Scythienne.	Per interrompere la Canzone della sworcery, clicca due volte sull'aura che circonda la Scita.	Um das Lied der Sworcery jederzeit zu stoppen, musst du einfach nur auf die Sworcery-Aura doppelklicken, die die Skythin umgibt.	Para detenerla en cualquier momento, haz doble clic en el aura de rechicería que rodea a la escita.				108
				Once you have begun to sing a song of sworcery, press & hold on the sworcery aura & swipe to look around.	歌が始まった後、周囲を見渡したくなったら、;~オーラをタップしたままドラッグしましょう。		Lorsque vous aurez entonné une chanson de sworcery, maintenez appuyée l'aura de sworcery et faites-la glisser pour regarder tout autour.	Una volta che hai cominciato a intonare una Canzone della sworcery, tieni premuto sull'aura e trascina per guardarti intorno.	Sobald du ein Lied der Sworcery begonnen hast, kannst du auf die Aura tippen & sie gedrückt halten & wischen, um dich umzusehen.	Cuando empieces a cantar una canción de rechicería, mantén pulsada el aura y desliza para mirar alrededor.				105
				To sing a song of sworcery at any time, press & hold upon The Scythian for a moment or two & observe the gathering sworcery aura.	ソーサリーの歌を始めるには、;~まずスキタイのムスメをタップし続けます。;~これで、ソーサリーのオーラが集まり始めます。		Pour entonner une chanson de Sworcery, maintenez le bouton enfoncé sur la scythienne puis regardez l'aura de Sworcery s'accumuler.	Per intonare una Canzone della sworcery, tieni premuto brevemente sulla Scita fino a che non compare l'aura della sworcery.	Du kannst jederzeit ein Lied der Sworcery singen, indem du kurz die Skythin antippst & gedrückt hältst & und die sich sammelnde Sworcery-Aura beobachtest.	Para cantar una canción de rechicería en cualquier momento, mantén pulsada a la escita durante unos instantes y observa el aura que se acumula.				129
